Product,ActionSet,Action,Action_Describe,Action_Link,Node_Name
SAS Visual Data Mining and Machine Learning,percentile,assess,Assess and compare models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-assess.htm&locale=en,A_assess1
SAS Visual Data Mining and Machine Learning,percentile,boxPlot,"Calculate quantiles, high and low whiskers, and outliers",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-boxplot.htm&locale=en,A_boxPlot2
SAS Visual Data Mining and Machine Learning,percentile,percentile,Calculate quantiles and percentiles,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-percentile-percentile.htm&locale=en,A_percentile1
SAS Visual Data Mining and Machine Learning,pca,eig,Extracts principal components by using the eigenvalue decomposition method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-eig.htm&locale=en,A_eig0
SAS Visual Data Mining and Machine Learning,pca,itergs,Extracts principal components by using the iterative method based on Gram-Schmidt orthogonalization (ITERGS),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-itergs.htm&locale=en,A_itergs0
SAS Visual Data Mining and Machine Learning,pca,nipals,Extracts principal components by using the nonlinear iterative partial least squares (NIPALS) method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-nipals.htm&locale=en,A_nipals1
SAS Visual Data Mining and Machine Learning,pca,randompca,Extracts principal components by using the random projection matrix sketching method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-pca-randompca.htm&locale=en,A_randompca0
SAS Visual Data Mining and Machine Learning,phreg,cox,Fit Cox regression model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-phreg-cox.htm&locale=en,A_cox0
SAS Visual Data Mining and Machine Learning,quantreg,quantreg,Fits quantile regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-quantreg-quantreg.htm&locale=en,A_quantreg1
SAS Visual Data Mining and Machine Learning,recommend,recomAls,Trains an alternating least squares matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomals.htm&locale=en,A_recomAls1
SAS Visual Data Mining and Machine Learning,recommend,recomCreate,Creates a recommender system,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomcreate.htm&locale=en,A_recomCreate1
SAS Visual Data Mining and Machine Learning,recommend,recomKnnScore,Makes recommendations with a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknnscore.htm&locale=en,A_recomKnnScore1
SAS Visual Data Mining and Machine Learning,recommend,recomKnnTrain,Trains a KNN model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomknntrain.htm&locale=en,A_recomKnnTrain1
SAS Visual Data Mining and Machine Learning,recommend,recomMfScore,Makes recommendations with a matrix factorization model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recommfscore.htm&locale=en,A_recomMfScore0
SAS Visual Data Mining and Machine Learning,recommend,recomRateinfo,Summarizes rating information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomrateinfo.htm&locale=en,A_recomRateinfo0
SAS Visual Data Mining and Machine Learning,recommend,recomSample,Creates a sample of users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsample.htm&locale=en,A_recomSample2
SAS Visual Data Mining and Machine Learning,recommend,recomSearchIndex,Builds a search index from item information,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchindex.htm&locale=en,A_recomSearchIndex2
SAS Visual Data Mining and Machine Learning,recommend,recomSearchQuery,Queries a search index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsearchquery.htm&locale=en,A_recomSearchQuery1
SAS Visual Data Mining and Machine Learning,recommend,recomSim,Computes similarity for users or items,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-recommend-recomsim.htm&locale=en,A_recomSim0
SAS Visual Data Mining and Machine Learning,deepRnn,rnnExportModel,Exports a recurrent neural network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeprnn-rnnexportmodel.htm&locale=en,A_rnnExportModel0
SAS Visual Data Mining and Machine Learning,deepRnn,rnnScore,Scores a table using a Recurrent Neural Network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeprnn-rnnscore.htm&locale=en,A_rnnScore0
SAS Visual Data Mining and Machine Learning,deepRnn,rnnTrain,Trains a Recurrent Neural Network,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casdlpg&docsetTarget=cas-deeprnn-rnntrain.htm&locale=en,A_rnnTrain0
SAS Visual Data Mining and Machine Learning,regression,genmod,Fits generalized linear regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-genmod.htm&locale=en,A_genmod0
SAS Visual Data Mining and Machine Learning,regression,genmodScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-genmodscore.htm&locale=en,A_genmodScore1
SAS Visual Data Mining and Machine Learning,regression,glm,Fits linear regression models using the method of least squares,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-glm.htm&locale=en,A_glm1
SAS Visual Data Mining and Machine Learning,regression,glmScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-glmscore.htm&locale=en,A_glmScore0
SAS Visual Data Mining and Machine Learning,regression,logistic,Fits logistic regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logistic.htm&locale=en,A_logistic1
SAS Visual Data Mining and Machine Learning,regression,logisticAssociation,computes indices of rank correlation between predicted probabilities and observed responses used for assessing the predictive ability of a model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticassociation.htm&locale=en,A_logisticAssociation0
SAS Visual Data Mining and Machine Learning,regression,logisticCode,writes SAS DATA step code for computing predicted values of the fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticcode.htm&locale=en,A_logisticCode0
SAS Visual Data Mining and Machine Learning,regression,logisticLackfit,computes the Hosmer-Lemeshow test,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticlackfit.htm&locale=en,A_logisticLackfit0
SAS Visual Data Mining and Machine Learning,regression,logisticOddsRatio,creates a table that compares subpopulations by using odds ratios.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticoddsratio.htm&locale=en,A_logisticOddsRatio0
SAS Visual Data Mining and Machine Learning,regression,logisticScore,creates a table on the server that contains results from scoring observations by using a fitted model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logisticscore.htm&locale=en,A_logisticScore0
SAS Visual Data Mining and Machine Learning,regression,logisticType3,computes Type 3 or Joint tests that all parameters for an effect are zero,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-logistictype3.htm&locale=en,A_logisticType30
SAS Visual Data Mining and Machine Learning,regression,modelMatrix,creates a table on the server that contains the design matrix associated with a given model statement.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-regression-modelmatrix.htm&locale=en,A_modelMatrix0
SAS Visual Data Mining and Machine Learning,reinforcementLearn,rlDescribe,Displays information about a reinforcement learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rldescribe.htm&locale=en,A_rlDescribe1
SAS Visual Data Mining and Machine Learning,reinforcementLearn,rlExportModel,Saves a Reinforcement Learning model as an Astore model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rlexportmodel.htm&locale=en,A_rlExportModel0
SAS Visual Data Mining and Machine Learning,reinforcementLearn,rlScore,Scores a table of using a reinforcement learning model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rlscore.htm&locale=en,A_rlScore1
SAS Visual Data Mining and Machine Learning,reinforcementLearn,rlTrainFqn,Trains a model using the Fitted Q Network algorithm,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casrlpg&docsetTarget=cas-reinforcementlearn-rltrainfqn.htm&locale=en,A_rlTrainFqn0
SAS Visual Data Mining and Machine Learning,robustPca,mwpca,Performs principal component analysis based on a series of moving windows,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-robustpca-mwpca.htm&locale=en,A_mwpca0
SAS Visual Data Mining and Machine Learning,robustPca,robustpca,Performs robust principal component analysis,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-robustpca-robustpca.htm&locale=en,A_robustpca0
SAS Visual Data Mining and Machine Learning,sampling,kfold,K-fold partitioning.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-kfold.htm&locale=en,A_kfold0
SAS Visual Data Mining and Machine Learning,sampling,oversample,Samples a user-specified proportion of data from the event level and adjusts the ratio between rare events and non-rare events to a user-specified ratio,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-oversample.htm&locale=en,A_oversample0
SAS Visual Data Mining and Machine Learning,sampling,srs,Samples a proportion of data from the input table or partitions the data into no more than three portions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-srs.htm&locale=en,A_srs0
SAS Visual Data Mining and Machine Learning,sampling,stratified,Samples a proportion of data or partitions the data into no more than three portions within each stratum,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sampling-stratified.htm&locale=en,A_stratified1
SAS Visual Data Mining and Machine Learning,sparkEmbeddedProcess,startSparkEP,Starts the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-startsparkep.htm&locale=en,A_startSparkEP1
SAS Visual Data Mining and Machine Learning,sparkEmbeddedProcess,stopSparkEP,Stops the SAS Embedded Process for Spark continuous session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sparkembeddedprocess-stopsparkep.htm&locale=en,A_stopSparkEP1
SAS Visual Data Mining and Machine Learning,search,appendIndex,Loads data to an index after the buildIndex action is performed,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-appendindex.htm&locale=en,A_appendIndex2
SAS Visual Data Mining and Machine Learning,search,buildIndex,Creates an empty index using a schema (the first step of Search),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-buildindex.htm&locale=en,A_buildIndex1
SAS Visual Data Mining and Machine Learning,search,deleteDocuments,Deletes a portion of documents from an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-deletedocuments.htm&locale=en,A_deleteDocuments2
SAS Visual Data Mining and Machine Learning,search,getSchema,Gets the schema of an index,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-getschema.htm&locale=en,A_getSchema1
SAS Visual Data Mining and Machine Learning,search,searchAggregate,Aggregates certain fields in a table that is usually generated by searchIndex,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchaggregate.htm&locale=en,A_searchAggregate0
SAS Visual Data Mining and Machine Learning,search,searchIndex,"Searches for a query against an index and retrieves records, documents, and tuples that are relevant to that query",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-searchindex.htm&locale=en,A_searchIndex1
SAS Visual Data Mining and Machine Learning,search,valueCount,Performs a value count for multiple fields,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-search-valuecount.htm&locale=en,A_valueCount1
SAS Visual Data Mining and Machine Learning,sentimentAnalysis,applySent,"Computes the document level sentiment polarity (positive, negative, neutral) and sentiment score for the input textual data",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sentimentanalysis-applysent.htm&locale=en,A_applySent2
SAS Visual Data Mining and Machine Learning,sequence,pathing,Perform pathing analysis,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-sequence-pathing.htm&locale=en,A_pathing0
SAS Visual Data Mining and Machine Learning,configuration,getServOpt,displays the value of a server option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-getservopt.htm&locale=en,A_getServOpt1
SAS Visual Data Mining and Machine Learning,configuration,listServOpts,Displays the server options and server values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-listservopts.htm&locale=en,A_listServOpts2
SAS Visual Data Mining and Machine Learning,configuration,setServOpt,sets a server option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-configuration-setservopt.htm&locale=en,A_setServOpt2
SAS Visual Data Mining and Machine Learning,session,actionstatus,Get action status for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-actionstatus.htm&locale=en,A_actionstatus2
SAS Visual Data Mining and Machine Learning,session,addNodeStatus,Lists details about machines currently being added to the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-addnodestatus.htm&locale=en,A_addNodeStatus0
SAS Visual Data Mining and Machine Learning,session,batchresults,Change current action to batch results,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-batchresults.htm&locale=en,A_batchresults1
SAS Visual Data Mining and Machine Learning,session,endSession,Ends the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-endsession.htm&locale=en,A_endSession1
SAS Visual Data Mining and Machine Learning,session,fetchresult,Fetch the specified saved result for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-fetchresult.htm&locale=en,A_fetchresult1
SAS Visual Data Mining and Machine Learning,session,flushresult,Flush the saved result for this session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-flushresult.htm&locale=en,A_flushresult0
SAS Visual Data Mining and Machine Learning,session,listSessions,Displays a list of the sessions on the server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listsessions.htm&locale=en,A_listSessions1
SAS Visual Data Mining and Machine Learning,session,listactionq,Lists the queued actions for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listactionq.htm&locale=en,A_listactionq0
SAS Visual Data Mining and Machine Learning,session,listresults,Lists the saved results for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-listresults.htm&locale=en,A_listresults2
SAS Visual Data Mining and Machine Learning,session,metrics,Displays the metrics for each action after it executes,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-metrics.htm&locale=en,A_metrics1
SAS Visual Data Mining and Machine Learning,session,sessionId,Displays the name and UUID of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionid.htm&locale=en,A_sessionId0
SAS Visual Data Mining and Machine Learning,session,sessionName,Changes the name of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionname.htm&locale=en,A_sessionName1
SAS Visual Data Mining and Machine Learning,session,sessionStatus,Displays the status of the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-sessionstatus.htm&locale=en,A_sessionStatus0
SAS Visual Data Mining and Machine Learning,session,setLocale,Changes the locale for the current session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-setlocale.htm&locale=en,A_setLocale0
SAS Visual Data Mining and Machine Learning,session,timeout,Changes the time-out for a session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-session-timeout.htm&locale=en,A_timeout2
SAS Visual Data Mining and Machine Learning,sessionProp,addFmtLib,Adds a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-addfmtlib.htm&locale=en,A_addFmtLib1
SAS Visual Data Mining and Machine Learning,sessionProp,addFormat,Adds a format to a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-addformat.htm&locale=en,A_addFormat2
SAS Visual Data Mining and Machine Learning,sessionProp,combineFmtLibs,Combine a list of format libraries into a single format library.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-combinefmtlibs.htm&locale=en,A_combineFmtLibs1
SAS Visual Data Mining and Machine Learning,sessionProp,deleteFormat,Deletes a format from a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-deleteformat.htm&locale=en,A_deleteFormat0
SAS Visual Data Mining and Machine Learning,sessionProp,dropFmtLib,Drops a format library from global scope for all sessions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-dropfmtlib.htm&locale=en,A_dropFmtLib1
SAS Visual Data Mining and Machine Learning,sessionProp,getSessOpt,Displays the value of a session option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-getsessopt.htm&locale=en,A_getSessOpt2
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtLibs,Lists the format libraries that are associated with the session,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtlibs.htm&locale=en,A_listFmtLibs1
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtRanges,Displays the range information for a format,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtranges.htm&locale=en,A_listFmtRanges0
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtSearch,Shows the format library search order,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtsearch.htm&locale=en,A_listFmtSearch1
SAS Visual Data Mining and Machine Learning,sessionProp,listFmtValues,Shows the values for a format,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listfmtvalues.htm&locale=en,A_listFmtValues1
SAS Visual Data Mining and Machine Learning,sessionProp,listSessOpts,Displays the session options and session values,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-listsessopts.htm&locale=en,A_listSessOpts1
SAS Visual Data Mining and Machine Learning,sessionProp,promoteFmtLib,Promotes a format library to global scope for all sessions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-promotefmtlib.htm&locale=en,A_promoteFmtLib0
SAS Visual Data Mining and Machine Learning,sessionProp,saveFmtLib,Saves a format library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-savefmtlib.htm&locale=en,A_saveFmtLib0
SAS Visual Data Mining and Machine Learning,sessionProp,setFmtSearch,Sets the format libraries to search,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-setfmtsearch.htm&locale=en,A_setFmtSearch0
SAS Visual Data Mining and Machine Learning,sessionProp,setSessOpt,Sets a session option,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-sessionprop-setsessopt.htm&locale=en,A_setSessOpt0
SAS Visual Data Mining and Machine Learning,simple,compare,"Compares two tables by computing the index and frequency of each group, cumulative frequency, and the index of each record within its group",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-compare.htm&locale=en,A_compare2
SAS Visual Data Mining and Machine Learning,simple,correlation,Computes Pearson product-moment correlations.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-correlation.htm&locale=en,A_correlation1
SAS Visual Data Mining and Machine Learning,simple,crossTab,Performs one-way or two-way tabulations,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-crosstab.htm&locale=en,A_crossTab2
SAS Visual Data Mining and Machine Learning,simple,distinct,Computes the distinct number of values of the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-distinct.htm&locale=en,A_distinct0
SAS Visual Data Mining and Machine Learning,simple,freq,Generates a frequency distribution for one or more variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-freq.htm&locale=en,A_freq1
SAS Visual Data Mining and Machine Learning,simple,groupBy,Builds BY groups in terms of the variable value combinations given the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-groupby.htm&locale=en,A_groupBy2
SAS Visual Data Mining and Machine Learning,simple,groupByInfo,"Computes the index and frequency of each group, and the index of each record within its group",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-groupbyinfo.htm&locale=en,A_groupByInfo0
SAS Visual Data Mining and Machine Learning,simple,mdSummary,Calculates multidimensional summaries of numeric variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-mdsummary.htm&locale=en,A_mdSummary1
SAS Visual Data Mining and Machine Learning,simple,numRows,Shows the number of rows in a Cloud Analytic Services table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-numrows.htm&locale=en,A_numRows2
SAS Visual Data Mining and Machine Learning,simple,paraCoord,Generates a parallel coordinates plot of the variables in the variable list,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-paracoord.htm&locale=en,A_paraCoord0
SAS Visual Data Mining and Machine Learning,simple,regression,Performs a linear regression up to 3rd-order polynomials,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-regression.htm&locale=en,A_regression1
SAS Visual Data Mining and Machine Learning,simple,summary,"Generates descriptive statistics of numeric variables such as the sample mean, sample variance, sample size, sum of squares, and so on",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-summary.htm&locale=en,A_summary1
SAS Visual Data Mining and Machine Learning,simple,topK,Returns the top-K and bottom-K distinct values of each variable included in the variable list based on a user-specified ranking order,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-simple-topk.htm&locale=en,A_topK2
SAS Visual Data Mining and Machine Learning,sandwich,sparseReg,Fits sparse regression models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-sandwich-sparsereg.htm&locale=en,A_sparseReg0
SAS Visual Data Mining and Machine Learning,spc,boxChart,Produces box charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-boxchart.htm&locale=en,A_boxChart1
SAS Visual Data Mining and Machine Learning,spc,cChart,Produces c charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-cchart.htm&locale=en,A_cChart0
SAS Visual Data Mining and Machine Learning,spc,irChart,Produces individual measurements and moving range charts,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-irchart.htm&locale=en,A_irChart0
SAS Visual Data Mining and Machine Learning,spc,mChart,Produces charts of subgroup medians,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-spc-mchart.htm&locale=en,A_mChart0
